PostcodeID;PostCodePK;PostCode;PostcodeNummers;PostcodeLetters;Straat;MinNummer;MaxNummer;Plaats;Gemeente;Provincie
2511;7151NB_1;7151NB;7151;NB;Olden Eibergsedijk;1;16;Eibergen;Berkelland;Gelderland
2512;1704JP_2;1704JP;1704;JP;Verlaat;2;50;Heerhugowaard;Heerhugowaard;Noord-Holland
2513;8862ZD_34;8862ZD;8862;ZD;Grettingalaan;34;68;Harlingen;Harlingen;Friesland
2514;5709KK_81;5709KK;5709;KK;Veluwehof;81;123;Helmond;Helmond;Noord-Brabant
2515;2504LN_0;2504LN;2504;LN;Postbus;0;10000;'s-Gravenhage;'s-Gravenhage;Zuid-Holland
2516;6228JP_71;6228JP;6228;JP;Vonkendaal;71;143;Maastricht;Maastricht;Limburg
2517;4153AB_1;4153AB;4153;AB;Middenstraat;1;21;Beesd;Geldermalsen;Gelderland
2518;9264TG_1;9264TG;9264;TG;Tsjerkepaed;1;23;Earnew+óld;Tytsjerksteradiel;Friesland
2519;3607PL_634;3607PL;3607;PL;Zwanenkamp;634;655;Maarssen;Stichtse Vecht;Utrecht
2520;7957CR_2;7957CR;7957;CR;De Doelenkamp;2;24;de Wijk;De Wolden;Drenthe
2521;8071EC_65;8071EC;8071;EC;Westerlaan;65;77;Nunspeet;Nunspeet;Gelderland
2522;7443PC_1;7443PC;7443;PC;Eversbergweg;1;13;Nijverdal;Hellendoorn;Overijssel
2523;7601EL_80;7601EL;7601;EL;Clematisstraat;80;90;Almelo;Almelo;Overijssel
2524;2613HX_33;2613HX;2613;HX;Jacoba van Beierenlaan;33;41;Delft;Delft;Zuid-Holland
2525;7558JV_1;7558JV;7558;JV;Jacques Urlusstraat;1;39;Hengelo;Hengelo;Overijssel
2526;4614PK_11;4614PK;4614;PK;Verkorte Zandstraat;11;11;Bergen op Zoom;Bergen op Zoom;Noord-Brabant
2527;4731KR_1;4731KR;4731;KR;Kade;1;27;Oudenbosch;Halderberge;Noord-Brabant
2528;5611DA_1;5611DA;5611;DA;Nieuwstraat;1;39;Eindhoven;Eindhoven;Noord-Brabant
2529;1852WC_21;1852WC;1852;WC;Vredenoord;21;37;Heiloo;Heiloo;Noord-Holland
2530;3135EJ_2;3135EJ;3135;EJ;Primulastraat;2;12;Vlaardingen;Vlaardingen;Zuid-Holland
2531;4576EE_32;4576EE;4576;EE;Emmabaan;32;66;Koewacht;Terneuzen;Zeeland
2532;2552DG_3;2552DG;2552;DG;J.D. de Koklaan;3;61;'s-Gravenhage;'s-Gravenhage;Zuid-Holland
2533;8711AW_1;8711AW;8711;AW;Balkfinne;1;18;Workum;S+¦dwest-Frysl+ón;Friesland
2534;1674NC_24;1674NC;1674;NC;Oosteinde;24;48;Opperdoes;Medemblik;Noord-Holland
2535;4695HK_1;4695HK;4695;HK;Rozenstraat;1;26;Sint-Maartensdijk;Tholen;Zeeland
2536;7441HZ_1;7441HZ;7441;HZ;Witte de Withlaan;1;13;Nijverdal;Hellendoorn;Overijssel
2537;6862CT_30;6862CT;6862;CT;Overzicht;30;64;Oosterbeek;Renkum;Gelderland
2538;6121JG_2;6121JG;6121;JG;Prinsbisdomstraat;2;50;Born;Sittard-Geleen;Limburg
2539;5751GZ_1;5751GZ;5751;GZ;Torenstraat;1;98;Deurne;Deurne;Noord-Brabant
2540;6441AK_53;6441AK;6441;AK;Prins Bernhardstraat;53;67;Brunssum;Brunssum;Limburg
2541;2181CV_34;2181CV;2181;CV;Mariastraat;34;62;Hillegom;Hillegom;Zuid-Holland
2542;2034NE_144;2034NE;2034;NE;Engelandlaan;144;186;Haarlem;Haarlem;Noord-Holland
2543;5081BG_1;5081BG;5081;BG;Klein Loo;1;14;Hilvarenbeek;Hilvarenbeek;Noord-Brabant
2544;4461GE_2;4461GE;4461;GE;M.A.de Ruijterlaan;2;48;Goes;Goes;Zeeland
2545;4331ES_40;4331ES;4331;ES;Spanjaardstraat;40;76;Middelburg;Middelburg;Zeeland
2546;5171DX_1;5171DX;5171;DX;Sprangsestraat;1;33;Kaatsheuvel;Loon op Zand;Noord-Brabant
2547;5993GP_1;5993GP;5993;GP;Weegbreestraat;1;15;Maasbree;Peel en Maas;Limburg
2548;5126RX_1;5126RX;5126;RX;Rijksweg-A58;1;4;Gilze;Gilze en Rijen;Noord-Brabant
2549;3284AS_1;3284AS;3284;AS;Nassaustraat;1;59;Zuid-Beijerland;Korendijk;Zuid-Holland
2550;1054PW_18;1054PW;1054;PW;Gerard Borstkade;18;39;Amsterdam;Amsterdam;Noord-Holland
2551;3764VB_41;3764VB;3764;VB;Saenredamplantsoen;41;79;Soest;Soest;Utrecht
2552;3984AG_25;3984AG;3984;AG;Eikelaar;25;53;Odijk;Bunnik;Utrecht
2553;5750AB_0;5750AB;5750;AB;Postbus;0;10000;Deurne;Deurne;Noord-Brabant
2554;7943LK_2;7943LK;7943;LK;Waardeel;2;46;Meppel;Meppel;Drenthe
2555;8531PN_1;8531PN;8531;PN;Breezand;1;24;Lemmer;De Friese Meren;Friesland
2556;7741CV_1;7741CV;7741;CV;van Heutszpark;1;18;Coevorden;Coevorden;Drenthe
2557;9200AM_0;9200AM;9200;AM;Postbus;0;10000;Drachten;Smallingerland;Friesland
2558;6566KG_2;6566KG;6566;KG;Veulenskampje;2;14;Millingen aan de Rijn;Millingen aan de Rijn;Gelderland
2559;4205AH_2;4205AH;4205;AH;Sparta;2;3;Gorinchem;Gorinchem;Zuid-Holland
2560;1066EA_1;1066EA;1066;EA;Louwesweg;1;9;Amsterdam;Amsterdam;Noord-Holland
2561;2803ZH_495;2803ZH;2803;ZH;Ronsseweg;495;517;Gouda;Gouda;Zuid-Holland
2562;8309PJ_1;8309PJ;8309;PJ;Han Stijkelweg;1;6;Tollebeek;Noordoostpolder;Flevoland
2563;1135WE_1;1135WE;1135;WE;Vestingpad;1;1;Edam;Edam-Volendam;Noord-Holland
2564;5366CP_1;5366CP;5366;CP;Beukenstraat;1;28;Megen;Oss;Noord-Brabant
2565;7064KS_57;7064KS;7064;KS;Oude Dinxperloseweg;57;72;Silvolde;Oude IJsselstreek;Gelderland
2566;7551GM_42;7551GM;7551;GM;Steijnstraat;42;74;Hengelo;Hengelo;Overijssel
2567;1222BT_98;1222BT;1222;BT;Graaf Wichmanstraat;98;138;Hilversum;Hilversum;Noord-Holland
2568;6164EC_2;6164EC;6164;EC;Belgi+½straat;2;64;Geleen;Sittard-Geleen;Limburg
2569;2531VH_51;2531VH;2531;VH;Rederijkerstraat;51;97;'s-Gravenhage;'s-Gravenhage;Zuid-Holland
2570;1911GW_1;1911GW;1911;GW;Narcissenpad;1;20;Uitgeest;Uitgeest;Noord-Holland
2571;2264KP_43;2264KP;2264;KP;Herberg;43;85;Leidschendam;Leidschendam-Voorburg;Zuid-Holland
2572;6686BX_1;6686BX;6686;BX;Kasteelsepad;1;9;Doornenburg;Lingewaard;Gelderland
2573;4515CN_2;4515CN;4515;CN;Tivoli;2;26;IJzendijke;Sluis;Zeeland
2574;7622GH_2;7622GH;7622;GH;Sancta Maria;2;54;Borne;Borne;Overijssel
2575;7715PV_1;7715PV;7715;PV;Schapendijk;1;39;Punthorst;Staphorst;Overijssel
2576;1180AB_0;1180AB;1180;AB;Postbus;0;10000;Amstelveen;Amstelveen;Noord-Holland
2577;8471ZH_1;8471ZH;8471;ZH;Hoofdweg;1;41;Wolvega;Weststellingwerf;Friesland
2578;4204EK_12;4204EK;4204;EK;Brouwerstraat;12;18;Gorinchem;Gorinchem;Zuid-Holland
2579;2517TP_168;2517TP;2517;TP;2e Schuytstraat;168;202;'s-Gravenhage;'s-Gravenhage;Zuid-Holland
2580;2036AD_2;2036AD;2036;AD;Els van Roodenstraat;2;32;Haarlem;Haarlem;Noord-Holland
2581;1313EV_1;1313EV;1313;EV;Mirtestraat;1;21;Almere;Almere;Flevoland
2582;3068KB_1;3068KB;3068;KB;Pluizenmeer;1;29;Rotterdam;Rotterdam;Zuid-Holland
2583;2564SJ_134;2564SJ;2564;SJ;Perenstraat;134;168;'s-Gravenhage;'s-Gravenhage;Zuid-Holland
2584;4536GH_1;4536GH;4536;GH;Diepenbrockstraat;1;39;Terneuzen;Terneuzen;Zeeland
2585;9501BD_1;9501BD;9501;BD;Delflandlaan;1;34;Stadskanaal;Stadskanaal;Groningen
2586;6861DS_2;6861DS;6861;DS;Mariaweg;2;38;Oosterbeek;Renkum;Gelderland
2587;7151XR_1;7151XR;7151;XR;Acaciastraat;1;51;Eibergen;Berkelland;Gelderland
2588;6661VG_1;6661VG;6661;VG;Willem de Zwijgerstraat;1;29;Elst;Overbetuwe;Gelderland
2589;8262WC_1;8262WC;8262;WC;de Savornin Lohmanhof;1;14;Kampen;Kampen;Overijssel
2590;5961TN_2;5961TN;5961;TN;Stoktstraat;2;82;Horst;Horst aan de Maas;Limburg
2591;5014PL_2;5014PL;5014;PL;Bisschop Aelenstraat;2;26;Tilburg;Tilburg;Noord-Brabant
2592;3112HH_50;3112HH;3112;HH;Overschiesestraat;50;80;Schiedam;Schiedam;Zuid-Holland
2593;2203GE_1;2203GE;2203;GE;Stakman Bossestraat;1;31;Noordwijk;Noordwijk;Zuid-Holland
2594;5307HD_2;5307HD;5307;HD;Maarten van Rossumweg;2;10;Poederoijen;Zaltbommel;Gelderland
2595;9501EE_200;9501EE;9501;EE;Maarsdreef;200;248;Stadskanaal;Stadskanaal;Groningen
2596;2522JW_203;2522JW;2522;JW;Isingstraat;203;213;'s-Gravenhage;'s-Gravenhage;Zuid-Holland
2597;7641VP_1;7641VP;7641;VP;Primulastraat;1;35;Wierden;Wierden;Overijssel
2598;5243SC_1;5243SC;5243;SC;Koepelstraat;1;18;Rosmalen;'s-Hertogenbosch;Noord-Brabant
2599;1356CC_2;1356CC;1356;CC;Kadegriend;2;40;Almere;Almere;Flevoland
2600;4301ZJ_2;4301ZJ;4301;ZJ;Oesterstraat;2;58;Zierikzee;Schouwen-Duiveland;Zeeland
2601;3198LN_2;3198LN;3198;LN;S++reweg;2;10;Europoort Rotterdam;Rotterdam;Zuid-Holland
2602;7003EB_2;7003EB;7003;EB;Schavenweide;2;45;Doetinchem;Doetinchem;Gelderland
2603;5571CX_42;5571CX;5571;CX;Bucht;42;82;Bergeijk;Bergeijk;Noord-Brabant
2604;3068KX_3;3068KX;3068;KX;IJmeer;3;139;Rotterdam;Rotterdam;Zuid-Holland
2605;9581BL_2;9581BL;9581;BL;Fr. Nanningstraat;2;44;Musselkanaal;Stadskanaal;Groningen
2606;2564PC_70;2564PC;2564;PC;Bosbesstraat;70;126;'s-Gravenhage;'s-Gravenhage;Zuid-Holland
2607;3404LC_2;3404LC;3404;LC;Edisonweg;2;40;IJsselstein;IJsselstein;Utrecht
2608;4331HG_2;4331HG;4331;HG;Kinderdijk;2;46;Middelburg;Middelburg;Zeeland
2609;4288JP_1;4288JP;4288;JP;Pelseweg;1;1;Uitwijk;Woudrichem;Noord-Brabant
2610;1017DR_555;1017DR;1017;DR;Keizersgracht;555;589;Amsterdam;Amsterdam;Noord-Holland
2611;6216VR_7;6216VR;6216;VR;Glazuurstraat;7;28;Maastricht;Maastricht;Limburg
2612;5705CA_1;5705CA;5705;CA;Duizeldonksestraat;1;44;Helmond;Helmond;Noord-Brabant
2613;8302JL_1;8302JL;8302;JL;Dwingelderveld;1;11;Emmeloord;Noordoostpolder;Flevoland
2614;8932NE_16;8932NE;8932;NE;Schrans;16;44;Leeuwarden;Leeuwarden;Friesland
2615;4818PH_1;4818PH;4818;PH;Grazendonkstraat;1;39;Breda;Breda;Noord-Brabant
2616;3438BJ_1;3438BJ;3438;BJ;Berliozstraat;1;26;Nieuwegein;Nieuwegein;Utrecht
2617;3898LM_1;3898LM;3898;LM;Harderhaven;1;1;Zeewolde;Zeewolde;Flevoland
2618;5271VD_1;5271VD;5271;VD;Mudakkersedijk;1;1;Sint-Michielsgestel;Sint-Michielsgestel;Noord-Brabant
2619;2631BV_1;2631BV;2631;BV;Hagelaan;1;1;Nootdorp;Pijnacker-Nootdorp;Zuid-Holland
2620;1121DS_1;1121DS;1121;DS;IJdoornlaan;1;11;Landsmeer;Landsmeer;Noord-Holland
2621;2909TE_1;2909TE;2909;TE;Difoehof;1;29;Capelle aan den IJssel;Capelle aan den IJssel;Zuid-Holland
2622;7065AK_15;7065AK;7065;AK;Idinkweg;15;15;Sinderen;Oude IJsselstreek;Gelderland
2623;3053EL_1;3053EL;3053;EL;Nagelkruidstraat;1;15;Rotterdam;Rotterdam;Zuid-Holland
2624;7751ZV_1;7751ZV;7751;ZV;Dalerveensestraat;1;19;Dalen;Coevorden;Drenthe
2625;4421GR_2;4421GR;4421;GR;De Gagelaar;2;104;Kapelle;Kapelle;Zeeland
2626;3563HC_1;3563HC;3563;HC;Ha+»tidreef;1;11;Utrecht;Utrecht;Utrecht
2627;2171PL_2;2171PL;2171;PL;Pelikaan;2;114;Sassenheim;Teylingen;Zuid-Holland
2628;1064KN_79;1064KN;1064;KN;Burgemeester Van Leeuwenlaan;79;85;Amsterdam;Amsterdam;Noord-Holland
2629;1506HM_1;1506HM;1506;HM;Wagenschotpad;1;19;Zaandam;Zaanstad;Noord-Holland
2630;7314KZ_1;7314KZ;7314;KZ;Venuslaan;1;21;Apeldoorn;Apeldoorn;Gelderland
2631;3813AZ_1;3813AZ;3813;AZ;Bloemendalse Buitenkade;1;31;Amersfoort;Amersfoort;Utrecht
2632;6216CH_1;6216CH;6216;CH;Mercatorplein;1;5;Maastricht;Maastricht;Limburg
2633;1981BS_77;1981BS;1981;BS;Krommeland;77;83;Velsen-Zuid;Velsen;Noord-Holland
2634;1100ED_0;1100ED;1100;ED;Postbus;0;10000;Amsterdam Zuidoost;Amsterdam;Noord-Holland
2635;7084BM_14;7084BM;7084;BM;den Dam;14;34;Breedenbroek;Oude IJsselstreek;Gelderland
2636;6591CC_4;6591CC;6591;CC;De Gaest;4;18;Gennep;Gennep;Limburg
2637;8091VR_2;8091VR;8091;VR;Ligusterstraat;2;30;Wezep;Oldebroek;Gelderland
2638;9752BJ_82;9752BJ;9752;BJ;Rijksstraatweg;82;98;Haren Gn;Haren;Groningen
2639;1964RL_47;1964RL;1964;RL;Jacob Marisstraat;47;67;Heemskerk;Heemskerk;Noord-Holland
2640;5913CR_100;5913CR;5913;CR;Karel van Egmondstraat;100;8046;Venlo;Venlo;Limburg
2641;5121WL_2;5121WL;5121;WL;Rembrandtlaan;2;160;Rijen;Gilze en Rijen;Noord-Brabant
2642;7572XD_6;7572XD;7572;XD;Violenstraat;6;44;Oldenzaal;Oldenzaal;Overijssel
2643;6712AE_108;6712AE;6712;AE;Veenderweg;108;134;Ede;Ede;Gelderland
2644;5368AW_1;5368AW;5368;AW;Berghemseweg;1;3;Haren;Oss;Noord-Brabant
2645;3231AJ_1;3231AJ;3231;AJ;Molenstraat;1;17;Brielle;Brielle;Zuid-Holland
2646;5254JL_1;5254JL;5254;JL;Donkhof;1;16;Haarsteeg;Heusden;Noord-Brabant
2647;6576EG_2;6576EG;6576;EG;Adamskamp;2;14;Ooij;Ubbergen;Gelderland
2648;7152GR_27;7152GR;7152;GR;Koningsbult;27;55;Eibergen;Berkelland;Gelderland
2649;5224EZ_986;5224EZ;5224;EZ;Admiraliteitslaan;986;1042;'s-Hertogenbosch;'s-Hertogenbosch;Noord-Brabant
2650;1502RZ_1;1502RZ;1502;RZ;Monsigneur Callierstraat;1;15;Zaandam;Zaanstad;Noord-Holland
2651;7327AK_301;7327AK;7327;AK;Poortersveld;301;310;Apeldoorn;Apeldoorn;Gelderland
2652;1171GV_2;1171GV;1171;GV;Ibisstraat;2;28;Badhoevedorp;Haarlemmermeer;Noord-Holland
2653;6717SC_1;6717SC;6717;SC;Mondriaanstraat;1;21;Ede;Ede;Gelderland
2654;5913SL_2;5913SL;5913;SL;Wethouder Janssenpad;2;42;Venlo;Venlo;Limburg
2655;2132BA_1;2132BA;2132;BA;Polderplein;1;28;Hoofddorp;Haarlemmermeer;Noord-Holland
2656;7665DA_2;7665DA;7665;DA;Het Midden;2;18;Albergen;Tubbergen;Overijssel
2657;3344EB_68;3344EB;3344;EB;Bolster;68;140;Hendrik-Ido-Ambacht;Hendrik-Ido-Ambacht;Zuid-Holland
2658;3449HL_91;3449HL;3449;HL;Barwoutswaarder;91;113;Woerden;Woerden;Utrecht
2659;1422BB_2;1422BB;1422;BB;Potgieterplein;2;4;Uithoorn;Uithoorn;Noord-Holland
2660;7422MX_2;7422MX;7422;MX;Fonteinkruid;2;64;Deventer;Deventer;Overijssel
2661;1394CG_2;1394CG;1394;CG;Lijsterlaan;2;36;Nederhorst den Berg;Wijdemeren;Noord-Holland
2662;4462GJ_1;4462GJ;4462;GJ;Gebr.Spykerstraat;1;6;Goes;Goes;Zeeland
2663;1851NV_1;1851NV;1851;NV;Industrieterrein Oosterz;1;9892;Heiloo;Heiloo;Noord-Holland
2664;6874AH_94;6874AH;6874;AH;Wolfhezerweg;94;112;Wolfheze;Renkum;Gelderland
2665;7608NH_1;7608NH;7608;NH;Bleijenbeek;1;29;Almelo;Almelo;Overijssel
2666;4388NW_50;4388NW;4388;NW;Middelburgsestraat;50;78;Oost-Souburg;Vlissingen;Zeeland
2667;5411LR_3;5411LR;5411;LR;Nieuwerfseweg;3;3;Zeeland;Landerd;Noord-Brabant
2668;1325NX_36;1325NX;1325;NX;Adrienne Solserstraat;36;66;Almere;Almere;Flevoland
2669;5922XL_1;5922XL;5922;XL;Esdoornstraat;1;8005;Venlo;Venlo;Limburg
2670;2801TJ_1;2801TJ;2801;TJ;Verspuystraat;1;19;Gouda;Gouda;Zuid-Holland
2671;3012VK_87;3012VK;3012;VK;Zwarte Paardenstraat;87;173;Rotterdam;Rotterdam;Zuid-Holland
2672;6121XX_2;6121XX;6121;XX;Kempstraat;2;58;Born;Sittard-Geleen;Limburg
2673;6231JZ_1;6231JZ;6231;JZ;Gasthuisplantsoen;1;77;Meerssen;Meerssen;Limburg
2674;2662BW_95;2662BW;2662;BW;Noorderparklaan;95;115;Bergschenhoek;Lansingerland;Zuid-Holland
2675;9351XW_2;9351XW;9351;XW;Beuk;2;6;Leek;Leek;Groningen
2676;1093TV_38;1093TV;1093;TV;Commelinstraat;38;50;Amsterdam;Amsterdam;Noord-Holland
2677;2102ZG_73;2102ZG;2102;ZG;Bartoklaan;73;91;Heemstede;Heemstede;Noord-Holland
2678;7448AA_1;7448AA;7448;AA;Rutgersstraat;1;1;Haarle;Hellendoorn;Overijssel
2679;1647BJ_1;1647BJ;1647;BJ;Burgemeester de Voslaan;1;19;Berkhout;Koggenland;Noord-Holland
2680;7244NN_16;7244NN;7244;NN;Borculoseweg;16;44;Barchem;Lochem;Gelderland
2681;1338BP_1;1338BP;1338;BP;Poemaweg;1;27;Almere;Almere;Flevoland
2682;6241DK_1;6241DK;6241;DK;Maasstraat;1;61;Bunde;Meerssen;Limburg
2683;4251JM_1;4251JM;4251;JM;Papaver;1;35;Werkendam;Werkendam;Noord-Brabant
2684;3831MD_1;3831MD;3831;MD;Dinkelwijk;1;49;Leusden;Leusden;Utrecht
2685;5421ET_38;5421ET;5421;ET;Jan van Amstelstraat;38;94;Gemert;Gemert-Bakel;Noord-Brabant
2686;5431GR_1;5431GR;5431;GR;Graaf Hermanstraat;1;117;Cuijk;Cuijk;Noord-Brabant
2687;5052TG_1;5052TG;5052;TG;De Tongelreep;1;23;Goirle;Goirle;Noord-Brabant
2688;1217EK_81;1217EK;1217;EK;'s-Gravelandseweg;81;87;Hilversum;Hilversum;Noord-Holland
2689;8321LN_47;8321LN;8321;LN;Zandplaat;47;71;Urk;Urk;Flevoland
2690;1606AL_4;1606AL;1606;AL;Westerbuurt;4;40;Venhuizen;Drechterland;Noord-Holland
2691;9363BX_60;9363BX;9363;BX;Langestraat;60;86;Marum;Marum;Groningen
2692;7695TW_3;7695TW;7695;TW;Meester Holtropstraat;3;30;Bruchterveld;Hardenberg;Overijssel
2693;8917JA_1;8917JA;8917;JA;Ubbo Emmiuslaan;1;111;Leeuwarden;Leeuwarden;Friesland
2694;6191RL_40;6191RL;6191;RL;Daalstraat;40;66;Beek;Beek;Limburg
2695;5704AE_2;5704AE;5704;AE;Demerstraat;2;36;Helmond;Helmond;Noord-Brabant
2696;1628LN_51;1628LN;1628;LN;Pergola;51;69;Hoorn;Hoorn;Noord-Holland
2697;1058JC_1;1058JC;1058;JC;Jacob Marisplein;1;35;Amsterdam;Amsterdam;Noord-Holland
2698;3452AA_1;3452AA;3452;AA;Zilverschoonlaan;1;79;Vleuten;Utrecht;Utrecht
2699;5425VS_3;5425VS;5425;VS;De Smagt;3;54;De Mortel;Gemert-Bakel;Noord-Brabant
2700;5152SL_2;5152SL;5152;SL;Wolgaplantsoen;2;52;Drunen;Heusden;Noord-Brabant
2701;3363GA_2;3363GA;3363;GA;Stationsweg;2;76;Sliedrecht;Sliedrecht;Zuid-Holland
2702;1181MA_108;1181MA;1181;MA;Zonnestein;108;142;Amstelveen;Amstelveen;Noord-Holland
2703;5504DG_5403;5504DG;5504;DG;De Run;5403;5445;Veldhoven;Veldhoven;Noord-Brabant
2704;6229EV_55;6229EV;6229;EV;Oxfordlaan;55;70;Maastricht;Maastricht;Limburg
2705;8271VA_1;8271VA;8271;VA;Post Grevestraat;1;41;IJsselmuiden;Kampen;Overijssel
2706;5014BR_2;5014BR;5014;BR;Celebesstraat;2;34;Tilburg;Tilburg;Noord-Brabant
2707;8072ZE_1;8072ZE;8072;ZE;Ben Viegersstraat;1;21;Nunspeet;Nunspeet;Gelderland
2708;2802GW_2;2802GW;2802;GW;Ruige Weteringpad;2;2;Gouda;Gouda;Zuid-Holland
2709;1602XA_1;1602XA;1602;XA;Asterstraat;1;19;Enkhuizen;Enkhuizen;Noord-Holland
2710;6001GX_2;6001GX;6001;GX;Patronaatsplein;2;15;Weert;Weert;Limburg
2711;6524WT_266;6524WT;6524;WT;Oude Groenewoudseweg;266;278;Nijmegen;Nijmegen;Gelderland
2712;1506GJ_262;1506GJ;1506;GJ;Westzijde;262;318;Zaandam;Zaanstad;Noord-Holland
2713;6900AD_0;6900AD;6900;AD;Postbus;0;10000;Zevenaar;Zevenaar;Gelderland
2714;2251LG_98;2251LG;2251;LG;Leidseweg;98;124;Voorschoten;Voorschoten;Zuid-Holland
2715;3454AD_2;3454AD;3454;AD;Kalverstraat;2;28;De Meern;Utrecht;Utrecht
2716;2023RL_1;2023RL;2023;RL;Marnixplein;1;21;Haarlem;Haarlem;Noord-Holland
2717;9861BP_27;9861BP;9861;BP;Hoflaan;27;63;Grootegast;Grootegast;Groningen
2718;4337GD_101;4337GD;4337;GD;Driewegenhof;101;145;Middelburg;Middelburg;Zeeland
2719;6942NR_1;6942NR;6942;NR;Meisterholt;1;15;Didam;Montferland;Gelderland
2720;7550BA_0;7550BA;7550;BA;Postbus;0;10000;Hengelo;Hengelo;Overijssel
2721;8894KR_2;8894KR;8894;KR;Duinweg Formerum;2;16;Formerum;Terschelling;Friesland
2722;7591EM_1;7591EM;7591;EM;Ootmarsumsestraat;1;19;Denekamp;Dinkelland;Overijssel
2723;4726AT_2;4726AT;4726;AT;Beukenstraat;2;20;Heerle;Roosendaal;Noord-Brabant
2724;1623RK_94;1623RK;1623;RK;Venenlaan;94;138;Hoorn;Hoorn;Noord-Holland
2725;1911GE_143;1911GE;1911;GE;Hogeweg;143;163;Uitgeest;Uitgeest;Noord-Holland
2726;5247VL_2;5247VL;5247;VL;Rietvoornborch;2;16;Rosmalen;'s-Hertogenbosch;Noord-Brabant
2727;6417TP_2;6417TP;6417;TP;Horatiusstraat;2;24;Heerlen;Heerlen;Limburg
2728;8901JH_0;8901JH;8901;JH;Postbus;0;10000;Leeuwarden;Leeuwarden;Friesland
2729;7245VM_2;7245VM;7245;VM;Dijkmansweg;2;6;Laren;Lochem;Gelderland
2730;5103PP_1;5103PP;5103;PP;Paul van Ostayenstraat;1;53;Dongen;Dongen;Noord-Brabant
2731;7814VK_5;7814VK;7814;VK;Zijweg;5;20;Emmen;Emmen;Drenthe
2732;8812JS_1;8812JS;8812;JS;Pottersl+ón;1;21;Peins;Franekeradeel;Friesland
2733;2514LG_401;2514LG;2514;LG;Frederikstraat;401;429;'s-Gravenhage;'s-Gravenhage;Zuid-Holland
2734;5473SM_2;5473SM;5473;SM;Wilgendreef;2;24;Heeswijk-Dinther;Bernheze;Noord-Brabant
2735;5614EN_52;5614EN;5614;EN;St Adrianusstraat;52;103;Eindhoven;Eindhoven;Noord-Brabant
2736;9207CD_1;9207CD;9207;CD;De Emma;1;23;Drachten;Smallingerland;Friesland
2737;5512AZ_2;5512AZ;5512;AZ;Jan Smuldersstraat;2;58;Vessem;Eersel;Noord-Brabant
2738;1447BN_20;1447BN;1447;BN;Gaasterland;20;43;Purmerend;Purmerend;Noord-Holland
2739;1816NV_1;1816NV;1816;NV;Jacob van Strijplein;1;67;Alkmaar;Alkmaar;Noord-Holland
2740;6471CK_24;6471CK;6471;CK;Veldhofstraat;24;70;Eygelshoven;Kerkrade;Limburg
2741;3330CC_0;3330CC;3330;CC;Postbus;0;10000;Zwijndrecht;Zwijndrecht;Zuid-Holland
2742;2498DR_34;2498DR;2498;DR;Watermunt;34;70;'s-Gravenhage;'s-Gravenhage;Zuid-Holland
2743;5751ST_2;5751ST;5751;ST;Amer;2;54;Deurne;Deurne;Noord-Brabant
2744;7383CH_2;7383CH;7383;CH;Weemehof;2;14;Voorst;Voorst;Gelderland
2745;9734BH_2;9734BH;9734;BH;Waterland;2;44;Groningen;Groningen;Groningen
2746;8446ET_1;8446ET;8446;ET;Aak;1;35;Heerenveen;Heerenveen;Friesland
2747;1106GS_112;1106GS;1106;GS;Mijndenhof;112;134;Amsterdam Zuidoost;Amsterdam;Noord-Holland
2748;6301WB_1;6301WB;6301;WB;Statenlaan;1;47;Valkenburg;Valkenburg aan de Geul;Limburg
2749;1645JZ_1;1645JZ;1645;JZ;Ursemmerhof;1;75;Ursem;Koggenland;Noord-Holland
2750;3062GE_4;3062GE;3062;GE;Charlotte de Bourbonlaan;4;26;Rotterdam;Rotterdam;Zuid-Holland
2751;7324CD_2;7324CD;7324;CD;Krulzoom;2;16;Apeldoorn;Apeldoorn;Gelderland
2752;5660AA_0;5660AA;5660;AA;Postbus;0;10000;Geldrop;Geldrop-Mierlo;Noord-Brabant
2753;5741VH_1;5741VH;5741;VH;Kleefkruidpad;1;4;Beek en Donk;Laarbeek;Noord-Brabant
2754;2201DG_1;2201DG;2201;DG;Viverlaan;1;25;Noordwijk;Noordwijk;Zuid-Holland
2755;6442XZ_30;6442XZ;6442;XZ;Molenstraat;30;76;Brunssum;Brunssum;Limburg
2756;6463DM_2;6463DM;6463;DM;Kapelaan Lochtmanstraat;2;35;Kerkrade;Kerkrade;Limburg
2757;6041GZ_1;6041GZ;6041;GZ;Leliestraat;1;48;Roermond;Roermond;Limburg
2758;8256RB_2;8256RB;8256;RB;Mosselweg;2;34;Biddinghuizen;Dronten;Flevoland
2759;8395XX_1;8395XX;8395;XX;Hemweg;1;1;Steggerda;Weststellingwerf;Friesland
2760;6461EZ_1;6461EZ;6461;EZ;Old Hickoryplein;1;12;Kerkrade;Kerkrade;Limburg
2761;1313NC_19;1313NC;1313;NC;De Specerij;19;29;Almere;Almere;Flevoland
2762;6524EJ_81;6524EJ;6524;EJ;St. Annastraat;81;97;Nijmegen;Nijmegen;Gelderland
2763;5374AL_1;5374AL;5374;AL;Hoefstal;1;17;Schaijk;Landerd;Noord-Brabant
2764;2262AG_9;2262AG;2262;AG;Kamperfoeliehof;9;33;Leidschendam;Leidschendam-Voorburg;Zuid-Holland
2765;5061CB_57;5061CB;5061;CB;Tilburgseweg;57;85;Oisterwijk;Oisterwijk;Noord-Brabant
